qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
mikado.CAAJIE010000560.1G22.5	2.17616031458e-15	0.551548326743	1	4	0.591378746811	0.00260140859987	1.26491943562e-08	ATP-binding cassette, sub-family G (WHITE), member 2b (Fragment)	
mikado.CAAJIE010000623.1G3.1	3703.78848816	18.2305948405	32	405	2.16011055873	0.167151394516	0.000246218417681	Pregnancy-specific beta-1-glycoprotein 1-like	
mikado.CAAJIE010000623.1G3.1	89.8440003732	0.548102677922	1	622	0.626354426729	0.000786463096569	5.69089150159e-08	Junctional adhesion molecule A	
mikado.CAAJIE010000623.1G3.1	32.5869453439	3.72130766775	7	215571	0.603034778138	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000159.1G1.1	1113.03337544	0.526053047672	1	30	1.04548134668	0.0193734123624	4.39738712222e-06	Calcium-regulated heat stable protein 1-like	
mikado.CAAJIE010000159.1G1.1	335.324550903	0.518420090455	1	321	0.727143705615	0.00568638865369	4.96334243703e-06	Glucose-dependent insulinotropic receptor	
mikado.CAAJIE010000159.1G1.1	314.916216675	0.505472362145	1	346	0.718071228426	0.00397121083827	5.71571675078e-10	Syntaxin-binding protein 2 (Fragment)	
mikado.CAAJIE010000159.1G1.1	49.0102658757	1.54430854131	3	133095	0.62451830795	0.028139994355	2.2957307927e-07	G-protein coupled receptors family 1 profile domain-containing protein	
mikado.CAAJIE010000701.1G6.1	1366.87483025	1.092460005	2	228	1.14133779239	0.0086563264787	3.62881296408e-07	Disintegrin and metalloproteinase domain-containing protein 12-like	
mikado.CAAJIE010000811.1G1.1	269.693754231	6.54139038531	12	6197	1.03243723941	0.63124028098	0.00011943997748	Immunoglobulin V-set domain-containing protein	
mikado.CAAJIE010000811.1G1.1	200.199779869	30.2180455651	55	239674	0.670079911948	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000856.1G2.1	813.440106507	1.05552561169	2	439	0.915838610029	0.000872762608569	1.62205884575e-07	Monocyte to macrophage differentiation associated 2	
mikado.CAAJIE010000856.1G2.1	66.3310599325	0.51482300698	1	15700	0.645983935447	0.0555688852632	1.1420336396e-07	Fatty acid hydroxylase domain-containing protein	
mikado.CAAJIE010000709.1G1.1	1.19787210054e-08	0.474309786274	1	23463	0.606915301488	0.0319156222176	1.08541770567e-06	Chromo domain-containing protein	
mikado.CAAJIE010000060.1G6.1	3276.24479838	0.658640441135	1	2	2.03891861972	0.261170928668	5.40874748996e-06	Serum and glucocorticoid-regulated kinase (Fragment)	
mikado.CAAJIE010000060.1G6.1	2373.3996017	0.657687733455	1	19	1.54271759884	0.00633532013073	1.92459301281e-06	Serine/threonine-protein kinase Sgk1 (Fragment)	
mikado.CAAJIE010000692.1G1.1	64.5266046026	1.10297020634	2	102916	0.658166074241	0.0799158780231	8.52376934112e-07	BTB domain-containing protein	
mikado.CAAJIE010000692.1G2.1	365.907584237	59.6389665388	100	159853	0.864382688197	0.241544424788	5.54682063739e-05	Reverse transcriptase domain-containing protein	
mikado.CAAJIE010001126.1G1.1	420.059859347	19.2980810392	31	37535	0.799935147499	0.0790774376081	8.09141334865e-06	Tc1-like transposase DDE domain-containing protein	
mikado.CAAJIE010000533.1G6.1	1369.20518774	4.93653886555	9	1028	1.16907081491	0.0592239636893	1.95302674841e-06	Phospholipase B1, membrane-associated	
mikado.CAAJIE010001045.1G2.2	572.903113794	1.17377368966	2	1305	0.825467128229	0.0118977446564	3.90217929038e-06	Huntingtin	
mikado.CAAJIE010000800.1G2.1	7101.85935215	2.42059571969	4	17	3.64072596603	0.39619261737	6.89836021407e-06	Homeobox protein OTX1-like	
mikado.CAAJIE010001070.1G2.1	982.690570719	0.507015683063	1	6	0.999433512774	0.0308375035407	0.000670380511755	HFE protein (Fragment)	
mikado.CAAJIE010001070.1G2.1	601.15519231	0.596613300979	1	37	0.86084227403	0.0573128127656	0.000220317016198	Hereditary hemochromatosis protein homolog	
mikado.CAAJIE010001070.1G2.1	534.579649534	2.55634463285	5	859	0.808876061375	0.00951733063739	8.16173850693e-07	Major histocompatibility complex class I-related gene protein-like	
mikado.CAAJIE010001070.1G2.1	240.113714565	1.09556655887	2	782	0.693766596121	0.0145681152951	4.59417070171e-07	Immunoglobulin C1-set domain-containing protein	
mikado.CAAJIE010001070.1G2.1	74.204949273	5.62885711615	10	215571	0.619681979709	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000233.1G14.1	471.942628289	24.0786768941	45	43014	0.914118298921	0.255358443494	6.36276616925e-05	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G14.2	482.795385882	25.3195802418	47	42946	0.929733588361	0.276630170806	7.21740232039e-05	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G15.1	306.3813388	9.87484231522	19	43196	0.757996281068	0.0857425812477	8.87431744798e-06	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G15.2	306.3813388	9.87484231522	19	43196	0.757996281068	0.0857425812477	8.87431744798e-06	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G26.1	519.340210512	27.9020441951	55	43466	0.906708435618	0.205605896895	6.13029709983e-05	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G26.2	451.007034281	21.9769893028	41	42946	0.91060688312	0.264533708331	6.01996386271e-05	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G27.1	426.819573377	19.0262097948	37	43300	0.80986161643	0.0927046482584	1.61750943374e-05	C-type lectin domain-containing protein	
mikado.CAAJIE010000233.1G28.1	281.238889167	8.40722262757	16	43221	0.71811994352	0.0294799174178	1.58108904082e-06	C-type lectin domain-containing protein	
mikado.CAAJIE010001004.1G2.1	1165.6427878	0.482637781883	1	15	1.06440354257	0.0153706117214	1.62127860382e-07	Integrator complex subunit 6 homolog	
mikado.CAAJIE010001004.1G2.1	222.778477523	2.76334832404	5	13460	0.693286317357	0.0267450076145	3.6156130233e-06	Immunoglobulin subtype domain-containing protein	
mikado.CAAJIE010001004.1G2.1	23.456769341	1.16817595594	2	215571	0.599382707736	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000921.1G6.1	485.247573123	4.21517537543	7	6330	0.803928360928	0.0374138227686	2.80596255006e-07	Transmembrane channel-like protein	
mikado.CAAJIE010000772.1G1.1	3043.00394477	1.63428556439	3	26	1.82978284484	0.0426048695498	3.43034882017e-05	Monoacylglycerol O-acyltransferase 3a	
mikado.CAAJIE010000772.1G1.1	196.54738316	1.89972128251	3	8420	0.668898266472	0.000527006028812	6.57768416761e-10	Acyltransferase (Fragment)	
mikado.CAAJIE010000772.1G1.1	0	0.525636768867	1	1	0.59	0.0	0.0	Putative 2-acylglycerol o-acyltransferase 2-a (Fragment)	
mikado.CAAJIE010000584.1G1.1	201.765200208	0.501394165676	1	2646	0.944830068269	0.517214996174	2.01067116129e-06	Mucin-associated surface protein (MASP)	
mikado.CAAJIE010000584.1G1.1	323.821970315	0.498884450227	1	1017	0.747508895394	0.052792654935	7.59838433211e-09	Syntaxin-binding protein 2	
mikado.CAAJIE010000812.1G47.1	59.4469417933	0.509866456822	1	6197	0.689160589561	0.142229750925	2.24266400071e-06	Immunoglobulin V-set domain-containing protein	
mikado.CAAJIE010000812.1G47.1	84.939704804	4.53249245737	9	239674	0.623975881922	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000490.1G16.1	773.123477881	1.1990826975	2	712	0.905121798622	0.0110800136829	1.08938594132e-08	TGF-beta receptor type-2	
mikado.CAAJIE010000490.1G19.1	168.020649082	43.0163324689	76	575337	0.777228821692	0.226436559902	0.000459265556875	Transposase	
mikado.CAAJIE010000490.1G21.1	76.8466761378	8.93685151007	16	578772	0.646943233294	0.0494425032891	1.80475974867e-06	Transposase	
mikado.CAAJIE010000224.1G3.1	485.886924877	0.557617487396	1	410	0.976345791144	0.362247191011	4.97854215901e-07	Ribonuclease inhibitor-like	
mikado.CAAJIE010000224.1G3.1	635.623421594	0.61454703776	1	291	0.928654800046	0.159250936329	0.000121757686314	Stonustoxin subunit beta-like	
mikado.CAAJIE010001149.1G1.1	2939.46607099	2.64028154151	5	30	1.78631314828	0.038729478055	4.82595450038e-06	Low affinity immunoglobulin gamma Fc region receptor II-a-like	
mikado.CAAJIE010001149.1G1.1	833.75445999	0.563746972765	1	17	0.928105205355	0.00868566909533	8.36921439703e-07	Junctional adhesion molecule A-like	
mikado.CAAJIE010001149.1G1.1	102.139062296	7.78406468527	15	215571	0.630855624918	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000602.1G3.1	2.29856595463e-12	0.526268849192	1	325	0.598820056204	0.0166407867495	2.19613272774e-05	Small ArfGAP2	
mikado.CAAJIE010000841.1G1.1	258.075700038	0.548001977246	1	1613	0.69378338159	0.00104358784187	9.17689956715e-10	Acylamino-acid-releasing enzyme	
mikado.CAAJIE010000841.1G1.1	192.585275364	0.54672270302	1	2883	0.674470322839	0.014030587458	6.70569453561e-08	Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein (Fragment)	
mikado.CAAJIE010000635.1G1.1	1508.72711213	0.477673212601	1	41	1.19371949186	0.000431409073747	1.00519194465e-08	Amyloid beta A4 precursor protein-binding family B member 1-like	
mikado.CAAJIE010000635.1G1.1	402.531401849	0.543989203257	1	747	0.759716248132	0.0164219573336	2.5002980106e-06	PID domain-containing protein (Fragment)	
mikado.CAAJIE010001190.1G3.1	365.942655967	63.0286101194	100	159853	0.869543677578	0.251255587218	5.76982754899e-05	Reverse transcriptase domain-containing protein	
mikado.CAAJIE010000913.1G2.1	3.1423750838e-14	0.64106249026	1	38	0.608902899142	0.0356658464281	2.67560939116e-08	Cilia- and flagella-associated protein 54-like	
mikado.CAAJIE010001002.1G1.1	36.4648532399	0.512669443453	1	84219	0.79376778654	0.356946869544	2.19268133866e-07	ABC transmembrane type-1 domain-containing protein	
mikado.CAAJIE010001002.1G1.1	317.083074228	0.489605486585	1	1017	0.735622516398	0.0354514841606	5.10249014996e-09	Syntaxin-binding protein 2	
mikado.CAAJIE010000863.1G74.1	739.041482507	1.76251782775	3	1169	0.890050329031	0.00836553366939	1.59185127999e-07	Vacuolar protein sorting-associated protein 13B-like	
mikado.CAAJIE010000863.1G53.1	603.008691069	1.14615565858	2	1169	0.834450643079	0.00612672652377	7.96906307553e-08	Vacuolar protein sorting-associated protein 13B-like	
mikado.CAAJIE010000689.1G5.2	3.1423750838e-14	0.581127156291	1	38	0.601771687627	0.0222107307432	1.66622261106e-08	Cilia- and flagella-associated protein 54-like	
mikado.CAAJIE010001348.1G3.1	1314.44097675	0.590774474761	1	7	1.11653973519	0.00144022091396	1.37041104758e-06	Fish virus induced TRIM protein (Fragment)	
mikado.CAAJIE010001348.1G3.1	711.1274583	5.97610959409	10	3496	0.898697091176	0.0457472743689	2.62204103632e-06	Tripartite motif-containing protein 16-like	
mikado.CAAJIE010001348.1G3.1	262.826930305	0.637240139276	1	291	0.725629390141	0.0575429020996	4.39952868403e-05	Stonustoxin subunit beta-like	
mikado.CAAJIE010000266.1G13.1	7.29536223572e-12	0.597342073255	1	579	1.11811419324	0.996441281139	1.57117830517e-05	Immunoglobulin V-set domain-containing protein (Fragment)	
mikado.CAAJIE010001048.1G1.1	1.94421130262e-06	0.480136144	1	299109	0.590000000778	0.0	0.0	C2H2-type domain-containing protein	
mikado.1G2.1	4091.09395979	31.6113626227	58	728	2.28499139583	0.110469074218	0.000260129016348	High mobility group nucleosomal binding domain 3	HMGN3
mikado.1G2.1	35.3049766847	0.519683021389	1	2638	0.606765692285	0.004988113548	7.15273967005e-08	Transcript variant X1	HMGN3
mikado.1G354.1	1180.94601128	0.569849778344	1	51	1.06426107043	0.00355217911477	5.49447658896e-07	MAX gene-associated protein-like	
mikado.1G354.1	66.0122883252	1.14253191424	2	65574	0.757114453243	0.265489442354	6.67327172615e-06	BHLH domain-containing protein	
mikado.1G355.1	1951.64774995	3.68827101046	7	63	1.37613501595	0.0103318107441	2.81371027236e-06	Myosin heavy fast skeletal muscle	
mikado.1G355.1	947.690298307	18.213119868	35	6515	1.00852729998	0.0744351405195	2.78093163121e-05	Retrovirus-related Pol poly from transposon TNT 1-94	
mikado.1G355.1	604.696559564	0.455290824035	1	3	0.832130263202	0.000474791209326	1.77807106849e-09	CCHC-type zinc finger, nucleic acid binding protein a (Fragment)	
mikado.1G355.1	13.2600907762	1.00458255966	2	99126	0.596529611983	0.00231240662714	8.01050429771e-09	Integrase catalytic domain-containing protein	
mikado.1G490.1	6241.40021184	1.30516131863	2	11	3.11966983676	0.0624712273272	7.67937334309e-08	Spermatogenesis-associated protein 7-like isoform X1	LOC106607950
mikado.1G935.1	483.191023553	23.0843966776	41	37535	0.872327912992	0.168020846802	2.27382549413e-05	Tc1-like transposase DDE domain-containing protein	
mikado.1G1071.1	1416.59560495	15.8831126051	29	3085	1.46277594767	0.577528026974	0.00239256950244	BEN domain-containing protein	
mikado.1G1093.1	1499.19639779	1.3413602673	2	2	1.45477194769	0.499978637135	0.00523554467059	Homeobox protein HoxB5aa	
mikado.1G1093.1	383.349612272	24.8513386656	38	52483	0.855718480344	0.212033526127	4.33294049028e-05	Homeobox protein Hox-B5	
mikado.1G1140.1	3.6101065741e-11	0.510512840109	1	1288	1.11876656224	0.997656433091	0.000432635053379	MRG domain-containing protein	
mikado.1G1214.1	1162.82178011	1.30251184043	2	317	1.16111893727	0.199981536189	5.52451632374e-07	Heat shock transcription factor 4	
mikado.1G1394.1	1491.69087385	2.26946294862	4	129	1.18944104354	0.00521639733014	1.7067781814e-07	Collagen, type V, alpha 3a	
mikado.1G1394.1	662.409391154	4.51575510902	8	2590	0.862507131369	0.014232575894	5.48415617588e-06	Fibrillar collagen NC1 domain-containing protein	
mikado.1G1497.1	4.95138501542e-12	0.580956987968	1	477	0.608244538456	0.0344228615239	2.10924396592e-05	Paralemmin	
mikado.1G1623.1	991.575376676	1.03709961201	2	142	1.0521819992	0.123682692308	1.08033336727e-06	Homeobox protein 4	
mikado.1G1623.1	890.922198496	0.986027541972	2	159	0.994191215702	0.0902307692308	1.43056130462e-06	Cadherin cytoplasmic C-terminal domain-containing protein (Fragment)	
mikado.1G1623.1	178.885629323	1.11924108473	2	5081	0.750618157373	0.168044871795	6.17964285371e-06	Transcript variant X1	
mikado.1G2216.1	503.07083793	3.52259056572	6	2352	0.79857583592	0.0138629965057	5.6299860715e-06	Nuclease HARBI1	
mikado.1G2216.1	188.178282094	4.33523655092	8	25453	0.70572881915	0.0763344606354	1.21087982608e-05	DDE Tnp4 domain-containing protein	
mikado.1G2220.1	567.829675352	45.3759120399	79	46866	0.873597174905	0.106534742424	9.45639548225e-05	Ubiquitin specific peptidase 36	USP36
mikado.1G2220.1	101.96622714	5.1736119499	9	18868	0.641791659049	0.0207641546866	8.31046347577e-06	USP domain-containing protein	USP36
mikado.1G2235.1	381.71435169	2.86511822474	5	7312	0.750855977225	0.0154152750167	7.03949475439e-06	BAH and coiled-coil domain-containing protein 1-like	
mikado.1G2457.2	3516.13844344	1.24832372299	2	22	1.99898435392	0.00477162518673	7.59517853374e-07	Myosin heavy chain, embryonic smooth muscle isoform-like	
mikado.1G2457.2	151.286660477	0.669111706386	1	3414	0.652502016879	0.00374971955261	6.62592987682e-08	Myosin tail domain-containing protein	
mikado.CAAJIE010000747.1G15.1	623.000246457	0.482814682479	1	3	0.872241211671	0.062341699286	6.2333012698e-07	T cell receptor beta variable 12-3	
mikado.CAAJIE010000747.1G15.1	55.8382716942	1.12717805109	2	6776	0.811314361954	0.375431729219	1.18395373453e-05	Immunoglobulin V-set domain-containing protein (Fragment)	
mikado.CAAJIE010000747.1G15.1	184.491512901	22.149114799	41	239674	0.66379660516	0.0	0.0	Ig-like domain-containing protein	
mikado.CAAJIE010000813.1G2.1	2327.26590131	3.53553995129	6	205	1.54161422736	0.0390713129691	3.54807587092e-06	Sodium/glucose cotransporter 5	
mikado.CAAJIE010000813.1G2.1	230.478681127	0.572480882518	1	548	0.68272857831	0.00101340720678	1.98894448941e-09	Solute carrier family 5 member 10	
mikado.CAAJIE010000436.1G5.1	1.21203297099e-12	0.520937059356	1	236	0.59203717758	0.00384373030876	2.5813933116e-08	A-kinase anchor protein 13	
mikado.CAAJIE010000244.1G35.1	1966.57017613	27.8290333775	49	2250	1.44943857781	0.137375582652	7.24277396129e-05	Zinc finger BED domain-containing protein 1-like	
mikado.CAAJIE010000244.1G35.1	549.559942759	1.08752267856	2	44	0.812292715332	0.00465794964661	1.24578431808e-06	E3 SUMO-protein ligase ZBED1	
mikado.CAAJIE010000244.1G35.1	82.9108929053	4.49622822896	8	32973	0.640453390268	0.0326206516222	4.3872948462e-06	HAT C-terminal dimerisation domain-containing protein	
mikado.CAAJIE010001013.1G1.1	620.039572867	1.71139896654	3	1663	0.842636946654	0.00871893669481	4.05296412687e-06	CST complex subunit CTC1	
mikado.CAAJIE010001337.1G4.1	772.94597284	1.12933741313	2	712	0.901337521739	0.00407383291482	5.7887968164e-08	Threonylcarbamoyladenosine tRNA methylthiotransferase	
mikado.CAAJIE010001337.1G11.1	2664.67093667	48.7300042457	92	2773	1.73077022504	0.141277162286	0.00124771781587	Doublecortin domain containing 2	DCDC2
mikado.CAAJIE010000652.1G2.1	1.35126878617e-11	0.513008242438	1	788	0.616198526679	0.0494311717861	2.81606146913e-07	R domain-containing protein (Fragment)	
mikado.CAAJIE010000392.1G1.1	1682.43329122	4.03935869343	7	255	1.26297331649	0.0	0.0	Beta-1-syntrophin	
mikado.CAAJIE010000392.1G1.1	1596.28600295	1.68001378354	3	49	1.23694009161	0.0158975239482	1.36811103509e-07	Syntrophin, basic 1	
mikado.CAAJIE010000392.1G1.1	732.377783003	1.64065551798	3	222	0.888926128545	0.0112735247352	2.36168841176e-06	Syntrophin beta 1	
mikado.CAAJIE010000392.1G1.1	23.7306303467	1.15393622885	2	103905	0.637426007803	0.0715730978867	6.89240038007e-07	PH domain-containing protein	
mikado.CAAJIE010000425.1G8.1	6.63400581279e-11	0.577026185452	1	1746	0.594893494466	0.00923298440325	6.36625829363e-07	SRCR domain-containing protein (Fragment)	
mikado.CAAJIE010000425.1G14.1	954.746529076	1.07923036214	2	198	1.00519121702	0.06281618887	1.26462403941e-06	RAB33B, member RAS oncogene family	
mikado.CAAJIE010000425.1G14.1	724.608230804	0.507461939193	1	76	0.895137099183	0.0288522344013	0.000106131426688	Induced stolen tip protein TUB8-like	
mikado.CAAJIE010000425.1G14.1	713.403346277	0.540659236828	1	89	0.880425927098	0.00955417369309	4.38264848307e-05	Protein MGARP N-terminal domain-containing protein	
mikado.CAAJIE010000425.1G14.1	427.22011145	0.500882933747	1	213	0.782813240377	0.0413680438449	6.6279513319e-06	Fibrous sheath CABYR-binding protein-like	
mikado.CAAJIE010000501.1G2.1	345.91942962	18.1124749945	34	46271	0.882995556772	0.291746894912	9.65310402255e-05	SET domain-containing protein	
mikado.CAAJIE010000501.1G2.1	596.987236444	1.95470173578	4	181	0.84866687202	0.037493892153	1.07300700566e-05	Apoptotic chromatin condensation inducer in the nucleus isoform X2	
mikado.CAAJIE010000501.1G2.1	399.752930817	0.567290945026	1	34	0.757160024409	0.0136959440738	8.61407218707e-08	Splicing factor, arginine/serine-rich 19-like	
mikado.CAAJIE010000501.1G2.1	188.987339579	2.06125375561	4	2008	0.673943660892	0.0157522459905	1.7342798385e-06	Serine/arginine repetitive matrix protein 1	
mikado.CAAJIE010000501.1G2.1	165.764953408	0.571978085658	1	201	0.656305981363	0.0	0.0	Bromodomain-containing protein 4-like	
mikado.CAAJIE010000501.1G2.1	47.4957557953	0.571600247643	1	2443	0.620135724436	0.0210139933834	2.81235613597e-07	Transcript variant X2	
mikado.CAAJIE010001280.1G1.1	2.17616031458e-15	0.51075601265	1	5	0.59	0.0	0.0	Pheromone-regulated protein PRM7-like	
mikado.CAAJIE010001181.1G1.1	903.385427644	1.52279691214	3	788	1.21563227066	0.49863760218	8.522117246e-06	R domain-containing protein (Fragment)	
mikado.CAAJIE010001129.1G18.1	1251.82449188	2.72621552567	5	683	1.09332584889	0.00489820952181	5.47257362377e-08	Calcium channel, voltage-dependent, alpha 2/delta subunit 4a	
mikado.CAAJIE010000660.1G1.1	4.89636059359e-15	0.506219144096	1	15	0.590662010276	0.00124907585391	3.68726661691e-09	Mannose receptor, C type 1a (Fragment)	
mikado.CAAJIE010000803.1G2.1	3274.6331375	0.647771784005	1	2	2.03815734572	0.260950910919	5.39655964057e-06	Serum and glucocorticoid-regulated kinase (Fragment)	
mikado.CAAJIE010000803.1G2.1	2374.56994056	0.6474722626	1	19	1.54340951354	0.00675753998396	2.05610449617e-06	Serine/threonine-protein kinase Sgk1 (Fragment)	
mikado.CAAJIE010000966.1G2.1	387.189084467	1.09754421776	2	1854	0.757487149453	0.0237953108655	4.53963446776e-08	Zinc finger MYM-type protein 1-like	
mikado.CAAJIE010000966.1G2.1	164.452216457	0.565374258091	1	2727	0.655780886583	0.0	0.0	TTF-type domain-containing protein	
mikado.CAAJIE010000855.1G1.1	4.02502375201e-13	0.601474025789	1	136	0.592813290486	0.0053080950107	6.49736020445e-09	Nuclear receptor ROR-alpha-like	
mikado.CAAJIE010000358.1G1.1	1779.88999277	2.26655287717	4	269	1.3044797146	0.00476167918398	1.3761195613e-06	Polycystic kidney disease 1a	
mikado.CAAJIE010000975.1G104.1	1092.48068637	1.21502561601	2	192	1.03275924466	0.0108810066813	1.82866080878e-06	E3 ubiquitin-protein ligase RNF216	
mikado.CAAJIE010000975.1G104.1	364.955499671	0.548803213134	1	351	0.736479515314	0.000938323299746	2.0483177869e-07	Ring finger protein 216	
mikado.CAAJIE010000975.1G104.1	64.4083178081	0.577087294293	1	12456	0.615763327123	0.0	0.0	RING-type domain-containing protein (Fragment)	
mikado.CAAJIE010000228.1G1.1	68.8402366938	0.943637436909	2	90430	0.617536094678	0.0	0.0	CCHC-type domain-containing protein	
mikado.CAAJIE010000797.1G1.1	270.48185529	4.08540445209	7	14211	0.710585662224	0.0233828512267	4.47895319155e-07	G-protein coupled receptors family 3 profile domain-containing protein	
mikado.CAAJIE010000797.1G1.1	240.674619507	1.77308598297	3	3381	0.688110533829	0.00347299078679	4.54724775359e-08	Extracellular calcium-sensing receptor-like	
mikado.CAAJIE010000782.1G137.1	89.1399588873	1.14813235581	2	53900	0.639780664413	0.0266503127683	7.54549548219e-07	NACHT domain-containing protein	
mikado.CAAJIE010000782.1G438.1	447.497657161	29.2214912612	49	48180	0.983147884125	0.404043803428	0.000280272177805	NACHT domain-containing protein	
mikado.CAAJIE010000782.1G438.1	197.917503246	2.75219592116	5	2185	0.685008052942	0.0298884975806	7.39627670773e-06	NACHT, LRR and PYD domains-containing protein 12-like	
mikado.CAAJIE010000210.1G3.1	4.31413134675e-11	0.630595035539	1	1408	0.592412500119	0.00455188692758	2.39291010624e-09	P-type ATPase C-terminal domain-containing protein	
mikado.CAAJIE010000697.1G1.1	2.081363811e-07	0.625905705233	1	97820	1.11939962191	0.998866983911	6.01777851091e-06	Fibronectin type-III domain-containing protein	
