qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
mikado.CAAJIE010000233.1G14.1	BP	0071216	cellular response to biotic stimulus	0.44616497748	0.401687185065	1	3
mikado.CAAJIE010000233.1G14.1	MF	0001872	(1->3)-beta-D-glucan binding	0.298088252332	0.383975510389	1	2
mikado.CAAJIE010000233.1G14.1	BP	0010033	response to organic substance	0.258135261796	0.378471783562	3	3
mikado.CAAJIE010000233.1G14.1	BP	0051707	response to other organism	0.226789497268	0.373847755151	5	3
mikado.CAAJIE010000233.1G14.1	BP	1901701	cellular response to oxygen-containing compound	0.140491623393	0.359124172163	21	1
mikado.CAAJIE010000233.1G14.2	CC	0016020	membrane	0.738046664543	0.429440800664	1	65
mikado.CAAJIE010000233.1G14.2	BP	0071216	cellular response to biotic stimulus	0.519812015922	0.409386281452	1	4
mikado.CAAJIE010000233.1G14.2	MF	0001872	(1->3)-beta-D-glucan binding	0.399280874882	0.396449957255	1	3
mikado.CAAJIE010000233.1G14.2	BP	0002238	response to molecule of fungal origin	0.342009112502	0.389615203581	3	3
mikado.CAAJIE010000233.1G14.2	BP	0032496	response to lipopolysaccharide	0.211305371667	0.371445483765	13	1
mikado.CAAJIE010000233.1G14.2	BP	0071396	cellular response to lipid	0.168440557563	0.364292273096	16	1
mikado.CAAJIE010000233.1G14.2	BP	0071345	cellular response to cytokine stimulus	0.164266077627	0.363549199529	17	1
mikado.CAAJIE010000233.1G14.2	BP	1901701	cellular response to oxygen-containing compound	0.137437632242	0.358529388795	21	1
mikado.CAAJIE010000233.1G15.1	CC	0016020	membrane	0.737950059572	0.429432636563	1	17
mikado.CAAJIE010000233.1G15.1	MF	0004888	transmembrane signaling receptor activity	0.575753443701	0.414875464073	1	1
mikado.CAAJIE010000233.1G15.1	CC	0071944	cell periphery	0.211365296839	0.371454947441	3	1
mikado.CAAJIE010000233.1G15.2	CC	0016020	membrane	0.737950059572	0.429432636563	1	17
mikado.CAAJIE010000233.1G15.2	MF	0004888	transmembrane signaling receptor activity	0.575753443701	0.414875464073	1	1
mikado.CAAJIE010000233.1G15.2	CC	0071944	cell periphery	0.211365296839	0.371454947441	3	1
mikado.CAAJIE010000233.1G26.1	CC	0016020	membrane	0.738021683637	0.429438689575	1	45
mikado.CAAJIE010000233.1G26.1	MF	0005537	mannose binding	0.420577763943	0.398865056259	1	2
mikado.CAAJIE010000233.1G26.1	MF	0042806	fucose binding	0.396505983678	0.396130583035	2	2
mikado.CAAJIE010000233.1G26.1	CC	0009986	cell surface	0.258007986049	0.378453594422	3	2
mikado.CAAJIE010000233.1G26.1	CC	0071944	cell periphery	0.0701322116371	0.343152571087	6	2
mikado.CAAJIE010000233.1G26.2	CC	0016020	membrane	0.738037362456	0.429440014567	1	54
mikado.CAAJIE010000233.1G26.2	BP	0071216	cellular response to biotic stimulus	0.579264044852	0.415210845749	1	4
mikado.CAAJIE010000233.1G26.2	MF	0001872	(1->3)-beta-D-glucan binding	0.439145238928	0.400921186015	1	3
mikado.CAAJIE010000233.1G26.2	BP	0002238	response to molecule of fungal origin	0.376155440627	0.393753355922	3	3
mikado.CAAJIE010000233.1G26.2	BP	0032496	response to lipopolysaccharide	0.239976176809	0.375829651586	13	1
mikado.CAAJIE010000233.1G26.2	BP	0071396	cellular response to lipid	0.191295283715	0.368206583268	16	1
mikado.CAAJIE010000233.1G26.2	BP	0071345	cellular response to cytokine stimulus	0.186554392713	0.367414701018	17	1
mikado.CAAJIE010000233.1G26.2	BP	1901701	cellular response to oxygen-containing compound	0.156085750566	0.362065164713	21	1
mikado.CAAJIE010000233.1G27.1	CC	0016020	membrane	0.738034757167	0.429439794399	1	40
mikado.CAAJIE010000233.1G27.1	MF	0004888	transmembrane signaling receptor activity	0.239814338332	0.375805662838	1	1
mikado.CAAJIE010000233.1G27.1	CC	0071944	cell periphery	0.088038429231	0.347782684747	3	1
mikado.CAAJIE010000233.1G28.1	CC	0016020	membrane	0.737997842996	0.429436674815	1	14
mikado.CAAJIE010001004.1G2.1	CC	0016020	membrane	0.737766651577	0.429417135254	1	7
mikado.CAAJIE010000921.1G6.1	CC	0005886	plasma membrane	2.67238016035	0.542064483055	1	7
mikado.CAAJIE010000598.1G2.1	MF	0003676	nucleic acid binding	2.16143785971	0.518170562031	1	1
mikado.CAAJIE010000772.1G1.1	MF	0008374	O-acyltransferase activity	9.07905341712	0.74220891003	1	9
mikado.CAAJIE010000772.1G1.1	CC	0005789	endoplasmic reticulum membrane	7.15828390991	0.693182156609	1	9
mikado.CAAJIE010000772.1G1.1	BP	0019432	triglyceride biosynthetic process	2.12254008264	0.516241006578	1	2
mikado.CAAJIE010000772.1G1.1	BP	0006071	glycerol metabolic process	1.63726712348	0.490491733549	7	2
mikado.CAAJIE010000584.1G1.1	CC	0016020	membrane	0.732447972324	0.428966769083	1	2
mikado.CAAJIE010000812.1G47.1	CC	0016020	membrane	0.737968412194	0.429434187587	1	24
mikado.CAAJIE010000490.1G16.1	MF	0004675	transmembrane receptor protein serine/threonine kinase activity	12.679288345	0.821727990875	1	2
mikado.CAAJIE010000490.1G16.1	BP	0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	11.4340331134	0.795682868836	1	2
mikado.CAAJIE010000490.1G16.1	CC	0016020	membrane	0.736029461924	0.429270215489	1	2
mikado.CAAJIE010000490.1G16.1	MF	0005524	ATP binding	2.96371791416	0.554668364664	12	2
mikado.CAAJIE010000490.1G19.1	BP	0006313	DNA transposition	7.82580454357	0.710891765333	1	100
mikado.CAAJIE010000490.1G19.1	MF	0003677	DNA binding	3.15760326045	0.562715262813	1	100
mikado.CAAJIE010000490.1G19.1	BP	0015074	DNA integration	6.86176173548	0.685050886866	3	100
mikado.CAAJIE010000490.1G21.1	MF	0003676	nucleic acid binding	2.18925666091	0.519539907262	1	16
mikado.CAAJIE010001149.1G1.1	CC	0016020	membrane	0.738005354845	0.429437309641	1	22
mikado.CAAJIE010000137.1G30.1	CC	0016020	membrane	0.737245466877	0.429373075153	1	5
mikado.CAAJIE010000841.1G1.1	MF	0008236	serine-type peptidase activity	6.29800809497	0.669091488082	1	3
mikado.CAAJIE010000841.1G1.1	BP	0006508	proteolysis	4.34164219798	0.607247543579	1	3
mikado.CAAJIE010000635.1G1.1	MF	0001540	amyloid-beta binding	13.2242547848	0.832722246311	1	2
mikado.CAAJIE010001190.1G3.1	CC	0016020	membrane	0.737704816971	0.429411908671	1	1
mikado.CAAJIE010000913.1G2.1	CC	0031514	motile cilium	10.6144784042	0.777759692612	1	1
mikado.CAAJIE010001002.1G1.1	CC	0016020	membrane	0.735232165999	0.429202727541	1	2
mikado.CAAJIE010001348.1G3.1	CC	0016020	membrane	0.736385478536	0.429300339082	1	1
mikado.CAAJIE010000266.1G13.1	BP	0150077	regulation of neuroinflammatory response	11.0833035531	0.788093971976	1	3
mikado.CAAJIE010000266.1G13.1	MF	0038023	signaling receptor activity	4.81695416501	0.623378579981	1	3
mikado.CAAJIE010000266.1G13.1	CC	0016020	membrane	0.737670441049	0.429409002945	1	5
mikado.1G2.1	MF	0031492	nucleosomal DNA binding	14.263682622	0.846409632538	1	58
mikado.1G2.1	CC	0000785	chromatin	7.8970111822	0.712735540897	1	58
mikado.1G2.1	BP	0006325	chromatin organization	0.109000411822	0.352638085511	1	1
mikado.1G2.1	CC	0005634	nucleus	4.03151094262	0.596241603315	4	60
mikado.1G354.1	MF	0046983	protein dimerization activity	6.92437570957	0.686782307965	1	3
mikado.1G354.1	BP	0009790	embryo development	4.77182785488	0.62188234115	1	1
mikado.1G354.1	CC	0005634	nucleus	1.89060924568	0.50434916817	1	1
mikado.1G354.1	BP	0045893	positive regulation of DNA-templated transcription	3.73597379502	0.585352249161	2	1
mikado.1G354.1	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	4.9434687162	0.627536411643	3	1
mikado.1G354.1	MF	0003700	DNA-binding transcription factor activity	2.2317367173	0.521614256056	11	1
mikado.1G355.1	BP	0015074	DNA integration	6.49242153213	0.67467294882	1	43
mikado.1G355.1	MF	0008270	zinc ion binding	4.25491342208	0.604210450359	1	37
mikado.1G355.1	CC	0016020	membrane	0.0167819070043	0.323509933988	1	1
mikado.1G355.1	MF	0003676	nucleic acid binding	2.07198886968	0.513706756396	5	43
mikado.1G355.1	BP	0006974	DNA damage response	0.287454016717	0.382548600068	16	2
mikado.1G935.1	MF	0003676	nucleic acid binding	2.18961481953	0.519557480262	1	43
mikado.1G935.1	CC	0016020	membrane	0.0165787853251	0.323395753372	1	1
mikado.1G1071.1	BP	0045746	negative regulation of Notch signaling pathway	13.8381030963	0.843803367887	1	48
mikado.1G1071.1	MF	0003714	transcription corepressor activity	10.0787158731	0.765666343567	1	48
mikado.1G1071.1	CC	0005634	nucleus	4.03190213603	0.596255747688	1	52
mikado.1G1071.1	BP	0045666	positive regulation of neuron differentiation	12.7973000818	0.824128522048	3	48
mikado.1G1071.1	MF	0003677	DNA binding	2.91680072526	0.552681907329	4	48
mikado.1G1071.1	BP	0045892	negative regulation of DNA-templated transcription	6.86034840326	0.685011713993	15	48
mikado.1G1093.1	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	7.89801099471	0.712761370044	1	96
mikado.1G1093.1	BP	0006357	regulation of transcription by RNA polymerase II	6.77275423536	0.68257596967	1	96
mikado.1G1093.1	CC	0005634	nucleus	4.03203505939	0.596260553639	1	98
mikado.1G1093.1	MF	0003677	DNA binding	3.15761987947	0.562715941801	4	98
mikado.1G1093.1	MF	0001067	transcription regulatory region nucleic acid binding	0.202629178996	0.370060837555	13	2
mikado.1G1093.1	BP	0001708	cell fate specification	0.733366214891	0.429044638981	18	5
mikado.1G1093.1	BP	0007420	brain development	0.64030035557	0.420887254071	20	5
mikado.1G1093.1	BP	0009952	anterior/posterior pattern specification	0.275960388629	0.380976365356	32	2
mikado.1G1394.1	MF	0005201	extracellular matrix structural constituent	12.3709701221	0.815403101541	1	12
mikado.1G1394.1	CC	0005581	collagen trimer	1.50605511756	0.482891526975	1	2
mikado.1G1623.1	CC	0016020	membrane	0.738037009285	0.429439984721	1	53
mikado.1G1623.1	MF	0003677	DNA binding	0.0908221748594	0.348458513977	1	2
mikado.1G1810.1	CC	0016020	membrane	0.73797486164	0.429434732641	1	10
mikado.1G1810.2	CC	0016020	membrane	0.737978382472	0.429435030191	1	11
mikado.1G2216.1	MF	0046872	metal ion binding	2.51025282346	0.534751647869	1	27
mikado.1G2216.1	CC	0005634	nucleus	1.26506091336	0.468013593552	1	10
mikado.1G2216.1	CC	0005737	cytoplasm	0.63062773445	0.420006330054	4	10
mikado.1G2216.1	MF	0016787	hydrolase activity	0.728665972611	0.428645527742	5	10
mikado.1G2216.1	CC	0016020	membrane	0.0179019535419	0.324127496046	8	1
mikado.1G2220.1	MF	0004843	cysteine-type deubiquitinase activity	9.60159348574	0.754623081786	1	87
mikado.1G2220.1	BP	0016579	protein deubiquitination	9.45313974445	0.751131319867	1	88
mikado.1G2220.1	CC	0005829	cytosol	0.166059139868	0.363869514855	1	3
mikado.1G2220.1	CC	0005634	nucleus	0.0984582272536	0.350260934401	2	3
mikado.1G2220.1	BP	0006511	ubiquitin-dependent protein catabolic process	7.98949201626	0.71511781121	3	87
mikado.1G2220.1	MF	0004197	cysteine-type endopeptidase activity	0.23181169417	0.374609192676	9	3
mikado.1G2220.1	CC	0016020	membrane	0.012124725687	0.320688310625	9	2
mikado.1G2220.1	BP	1904888	cranial skeletal system development	4.05357187197	0.597038191004	15	27
mikado.1G2220.1	BP	0042981	regulation of apoptotic process	0.229380280802	0.37424159644	26	3
mikado.1G2235.1	MF	0003682	chromatin binding	10.5885328317	0.777181175532	1	5
mikado.1G2457.2	CC	0016459	myosin complex	9.74330301942	0.757931119067	1	3
mikado.CAAJIE010000729.1G3.1	BP	0051216	cartilage development	12.7181470502	0.82251966261	1	1
mikado.CAAJIE010000729.1G3.1	CC	0016020	membrane	0.73500177778	0.429183219275	1	1
mikado.CAAJIE010000729.1G3.1	BP	0001503	ossification	12.5087801187	0.818239785795	3	1
mikado.CAAJIE010000813.1G2.1	MF	0022857	transmembrane transporter activity	1.89166493166	0.504404900843	1	4
mikado.CAAJIE010000813.1G2.1	BP	0055085	transmembrane transport	1.59607187853	0.488139492089	1	4
mikado.CAAJIE010000813.1G2.1	CC	0016020	membrane	0.737861726448	0.429425171049	1	7
mikado.CAAJIE010000436.1G5.1	MF	0005085	guanyl-nucleotide exchange factor activity	8.7677001403	0.734641592273	1	1
mikado.CAAJIE010000436.1G5.1	BP	0048468	cell development	8.46756907996	0.727218754159	1	1
mikado.CAAJIE010000436.1G5.1	CC	0005737	cytoplasm	2.0074618645	0.510426514547	1	1
mikado.CAAJIE010000244.1G35.1	MF	0046983	protein dimerization activity	6.92498735289	0.686799182622	1	50
mikado.CAAJIE010000244.1G35.1	CC	0016020	membrane	0.00930142480796	0.318703653498	1	1
mikado.CAAJIE010000244.1G35.1	MF	0016874	ligase activity	0.140531624728	0.359131919545	4	2
mikado.CAAJIE010001013.1G1.1	CC	0000781	chromosome, telomeric region	10.8482744459	0.782941156818	1	3
mikado.CAAJIE010001013.1G1.1	MF	0003697	single-stranded DNA binding	8.77999074622	0.734942833877	1	3
mikado.CAAJIE010001013.1G1.1	CC	0005634	nucleus	4.02843142253	0.596130233192	4	3
mikado.CAAJIE010001337.1G4.1	MF	0016740	transferase activity	0.804295764666	0.434919045375	1	1
mikado.CAAJIE010001337.1G4.1	CC	0016020	membrane	0.735668073207	0.429239629894	1	2
mikado.CAAJIE010001337.1G11.1	BP	0035556	intracellular signal transduction	4.79009993385	0.622489031449	1	94
mikado.CAAJIE010001337.1G11.1	CC	0005930	axoneme	0.699524703564	0.426141785668	1	7
mikado.CAAJIE010001337.1G11.1	MF	0019894	kinesin binding	0.108482674141	0.352524100182	1	1
mikado.CAAJIE010001337.1G11.1	CC	0034451	centriolar satellite	0.681983165399	0.424609458991	4	6
mikado.CAAJIE010001337.1G11.1	CC	0072686	mitotic spindle	0.598920290427	0.417070193734	6	6
mikado.CAAJIE010001337.1G11.1	BP	1902017	regulation of cilium assembly	0.883821381705	0.441205097133	10	7
mikado.CAAJIE010001337.1G11.1	BP	0045880	positive regulation of smoothened signaling pathway	0.763243404198	0.431552241685	12	6
mikado.CAAJIE010001337.1G11.1	CC	0060091	kinocilium	0.343392926613	0.389786819235	15	2
mikado.CAAJIE010001337.1G11.1	CC	0005829	cytosol	0.331477962104	0.388297626367	17	6
mikado.CAAJIE010001337.1G11.1	BP	0060271	cilium assembly	0.618467139157	0.418889173889	18	7
mikado.CAAJIE010001337.1G11.1	BP	0007605	sensory perception of sound	0.613606982534	0.418439617359	20	6
mikado.CAAJIE010001337.1G11.1	BP	0030111	regulation of Wnt signaling pathway	0.556685968616	0.413035739919	23	6
mikado.CAAJIE010001337.1G11.1	CC	0005874	microtubule	0.155621214775	0.36197973722	25	2
mikado.CAAJIE010001337.1G11.1	BP	0048813	dendrite morphogenesis	0.288489757687	0.382688724191	48	2
mikado.CAAJIE010001337.1G11.1	BP	0001764	neuron migration	0.25802394276	0.378455875062	51	2
mikado.CAAJIE010001337.1G11.1	BP	0006968	cellular defense response	0.144204973222	0.359838727031	75	1
mikado.CAAJIE010000392.1G1.1	CC	0070161	anchoring junction	7.8752840119	0.712173836994	1	13
mikado.CAAJIE010000392.1G1.1	MF	0005198	structural molecule activity	3.64331766329	0.581850161515	1	15
mikado.CAAJIE010000392.1G1.1	CC	0005856	cytoskeleton	0.948667259447	0.446124148495	3	2
mikado.CAAJIE010000392.1G1.1	CC	0016020	membrane	0.639256567897	0.420792513933	4	13
mikado.CAAJIE010000425.1G8.1	MF	0005044	scavenger receptor activity	11.3786666276	0.794492694572	1	2
mikado.CAAJIE010000425.1G8.1	BP	0006897	endocytosis	7.7523441828	0.708980821335	1	2
mikado.CAAJIE010000425.1G8.1	CC	0016020	membrane	0.737048276031	0.429356400901	1	2
mikado.CAAJIE010000425.1G14.1	BP	0008089	anterograde axonal transport	14.0288993953	0.844976696489	1	8
mikado.CAAJIE010000425.1G14.1	CC	1904115	axon cytoplasm	13.629360984	0.840748843671	1	8
mikado.CAAJIE010000425.1G14.1	CC	0005739	mitochondrion	4.25145345167	0.604088649049	9	8
mikado.CAAJIE010000425.1G14.1	CC	0016020	membrane	0.343684046697	0.389822878851	16	4
mikado.CAAJIE010000501.1G2.1	CC	0005634	nucleus	4.028062139	0.596116875282	1	1
mikado.CAAJIE010001129.1G18.1	CC	0016020	membrane	0.735598280432	0.429233722221	1	2
mikado.CAAJIE010000803.1G2.1	MF	0004674	protein serine/threonine kinase activity	7.11539223744	0.692016536127	1	2
mikado.CAAJIE010000803.1G2.1	BP	0006468	protein phosphorylation	5.34574373982	0.640414952149	1	2
mikado.CAAJIE010000803.1G2.1	MF	0005524	ATP binding	2.96689935628	0.554802494599	7	2
mikado.CAAJIE010000558.1G18.1	MF	0008270	zinc ion binding	5.08020462874	0.631970770763	1	1
mikado.CAAJIE010000558.1G18.1	MF	0003676	nucleic acid binding	2.18226894956	0.519196768167	5	1
mikado.CAAJIE010000855.1G1.1	MF	0004879	nuclear receptor activity	11.9325991202	0.806272990257	1	2
mikado.CAAJIE010000855.1G1.1	BP	0030522	intracellular receptor signaling pathway	10.8852960573	0.783756502082	1	2
mikado.CAAJIE010000855.1G1.1	CC	0005634	nucleus	4.02309937983	0.595937300408	1	2
mikado.CAAJIE010000855.1G1.1	BP	0006355	regulation of DNA-templated transcription	3.51667301177	0.576990575992	5	2
mikado.CAAJIE010000855.1G1.1	MF	0003677	DNA binding	3.15062205356	0.562429879486	8	2
mikado.CAAJIE010000358.1G1.1	CC	0016020	membrane	0.738022469327	0.429438755973	1	4
mikado.CAAJIE010000975.1G104.1	MF	0016874	ligase activity	2.85857797512	0.550194427213	1	2
mikado.CAAJIE010000975.1G104.1	MF	0046872	metal ion binding	2.5073184663	0.534617149247	2	3
mikado.CAAJIE010000975.1G104.1	MF	0016740	transferase activity	2.30001842717	0.524907585021	4	3
mikado.CAAJIE010000228.1G1.1	MF	0008270	zinc ion binding	5.08768925363	0.632211764738	1	2
mikado.CAAJIE010000228.1G1.1	MF	0003676	nucleic acid binding	2.18548406896	0.519354718199	5	2
mikado.CAAJIE010000797.1G1.1	MF	0004930	G protein-coupled receptor activity	7.7700396295	0.709441962626	1	10
mikado.CAAJIE010000797.1G1.1	BP	0007186	G protein-coupled receptor signaling pathway	7.14825016613	0.692909794032	1	10
mikado.CAAJIE010000797.1G1.1	CC	0005886	plasma membrane	2.6733600253	0.542107995543	1	10
mikado.CAAJIE010000210.1G3.1	CC	0016020	membrane	0.735779989933	0.429249102602	1	1
